group,cell_id,sheath_id,sheath_length,somas,bites
ctrl_MO,9,7,50.841,0,2
ctrl_MO,9,8,74.449,0,2
ctrl_MO,10,1,31.171,1,0
ctrl_MO,10,2,43.403,1,0
ctrl_MO,10,3,39.128,1,0
ctrl_MO,10,4,25.584,1,0
ctrl_MO,10,5,21.603,1,0
ctrl_MO,10,6,20.911,1,0
ctrl_MO,10,7,34.703,1,0
ctrl_MO,10,8,21.873,1,0
ctrl_MO,10,9,64.775,1,0
ctrl_MO,10,10,42.498,1,0
ctrl_MO,10,11,58.265,1,0
ctrl_MO,11,1,17.179,0,1
ctrl_MO,11,2,27.236,0,1
ctrl_MO,11,3,43.097,0,1
ctrl_MO,11,4,56.735,0,1
ctrl_MO,11,5,44.427,0,1
ctrl_MO,11,6,15.211,0,1
ctrl_MO,11,7,34.152,0,1
ctrl_MO,11,8,46.099,0,1
ctrl_MO,11,9,55.662,0,1
ctrl_MO,11,10,63.781,0,1
ctrl_MO,11,11,50.618,0,1
ctrl_MO,11,12,18.142,0,1
ctrl_MO,11,13,20.109,0,1
ctrl_MO,11,14,10.009,0,1
ctrl_MO,11,15,19.554,0,1
ctrl_MO,12,1,21.583,0,3
ctrl_MO,12,2,41.028,0,3
ctrl_MO,12,3,69.082,0,3
ctrl_MO,12,4,17.436,0,3
ctrl_MO,12,5,30.515,0,3
ctrl_MO,12,6,48.227,0,3
ctrl_MO,12,7,16.91,0,3
ctrl_MO,12,8,17.045,0,3
ctrl_MO,12,9,30.266,0,3
ctrl_MO,12,10,27.814,0,3
ctrl_MO,12,11,33.595,0,3
ctrl_MO,12,12,48.542,0,3
ctrl_MO,13,1,53.233,0,0
ctrl_MO,13,2,54.3,0,0
ctrl_MO,13,3,9.137,0,0
ctrl_MO,13,4,71.586,0,0
ctrl_MO,13,5,44.156,0,0
ctrl_MO,13,6,51.096,0,0
ctrl_MO,13,7,52.813,0,0
ctrl_MO,14,1,19.148,0,0
ctrl_MO,14,2,31.941,0,0
ctrl_MO,14,3,36.73,0,0
ctrl_MO,14,4,45.476,0,0
ctrl_MO,14,5,21.249,0,0
ctrl_MO,14,6,45.776,0,0
ctrl_MO,14,7,68.422,0,0
ctrl_MO,14,8,51.685,0,0
ctrl_MO,14,9,61.505,0,0
ctrl_MO,14,10,41.854,0,0
ctrl_MO,15,1,38.182,0,1
ctrl_MO,15,2,41.573,0,1
ctrl_MO,15,3,33.329,0,1
ctrl_MO,15,4,32.729,0,1
ctrl_MO,15,5,28.516,0,1
ctrl_MO,15,6,19.426,0,1
ctrl_MO,15,7,22.745,0,1
ctrl_MO,15,8,30.145,0,1
DMSO_gw,1,1,32.585,0,0
DMSO_gw,1,2,55.659,0,0
DMSO_gw,1,3,21.362,0,0
DMSO_gw,1,4,46.324,0,0
DMSO_gw,1,5,47.334,0,0
DMSO_gw,1,6,56.015,0,0
DMSO_gw,1,7,40.442,0,0
DMSO_gw,1,8,20.081,0,0
DMSO_gw,1,9,50.974,0,0
DMSO_gw,1,10,38.262,0,0
DMSO_gw,2,1,30.149,0,0
DMSO_gw,2,2,50.238,0,0
DMSO_gw,2,3,60.09,0,0
DMSO_gw,2,4,98.028,0,0
DMSO_gw,2,5,61.256,0,0
DMSO_gw,3,1,61.069,0,0
DMSO_gw,3,2,64.417,0,0
DMSO_gw,3,3,65.953,0,0
DMSO_gw,3,4,38.947,0,0
DMSO_gw,3,5,27.099,0,0
DMSO_gw,3,6,46.543,0,0
DMSO_gw,3,7,38.739,0,0
DMSO_gw,4,1,20.82,0,0
DMSO_gw,4,2,33.034,0,0
DMSO_gw,4,3,40.501,0,0
DMSO_gw,4,4,49.043,0,0
DMSO_gw,4,5,56.72,0,0
DMSO_gw,4,6,49.318,0,0
DMSO_gw,4,7,14.708,0,0
DMSO_gw,4,8,21.991,0,0
DMSO_gw,4,9,37.109,0,0
DMSO_gw,4,10,27.563,0,0
DMSO_gw,4,11,18.554,0,0
DMSO_gw,4,12,45.309,0,0
DMSO_gw,5,1,48.395,0,0
DMSO_gw,5,2,47.831,0,0
DMSO_gw,5,3,54.7,0,0
DMSO_gw,5,4,27.172,0,0
DMSO_gw,5,5,24.757,0,0
DMSO_gw,5,6,63.636,0,0
DMSO_gw,5,7,42.023,0,0
DMSO_gw,5,8,34.019,0,0
DMSO_gw,5,9,18.648,0,0
DMSO_gw,5,10,26.295,0,0
DMSO_gw,5,11,20.231,0,0
DMSO_gw,6,1,40.62,0,0
DMSO_gw,6,2,27.745,0,0
DMSO_gw,6,3,30.546,0,0
DMSO_gw,6,4,44.693,0,0
DMSO_gw,6,5,20.869,0,0
DMSO_gw,6,6,71.901,0,0
DMSO_gw,6,7,43.683,0,0
DMSO_gw,6,8,12.167,0,0
DMSO_gw,6,9,30.668,0,0
DMSO_gw,6,10,20.314,0,0
DMSO_gw,7,1,64.354,0,0
DMSO_gw,7,2,53.137,0,0
DMSO_gw,7,3,21.115,0,0
DMSO_gw,7,4,69.179,0,0
DMSO_gw,7,5,84.095,0,0
DMSO_gw,8,1,41.496,0,0
DMSO_gw,8,2,41.286,0,0
DMSO_gw,8,3,24.447,0,0
DMSO_gw,8,4,33.246,0,0
DMSO_gw,8,5,47.285,0,0
DMSO_gw,8,6,65.053,0,0
DMSO_gw,8,7,63.757,0,0
DMSO_gw,8,8,23.483,0,0
DMSO_gw,8,9,36.432,0,0
DMSO_gw,8,10,64.659,0,0
DMSO_gw,8,11,35.173,0,0
DMSO_gw,8,12,34.332,0,0
DMSO_gw,9,1,44.153,0,0
DMSO_gw,9,2,26.647,0,0
DMSO_gw,9,3,32.537,0,0
DMSO_gw,9,4,64.122,0,0
DMSO_gw,9,5,51.819,0,0
DMSO_gw,9,6,64.028,0,0
DMSO_gw,9,7,40.737,0,0
DMSO_gw,10,1,48.634,0,0
DMSO_gw,10,2,77.477,0,0
DMSO_gw,10,3,52.051,0,0
DMSO_gw,10,4,73.077,0,0
DMSO_gw,10,5,34.339,0,0
DMSO_gw,10,6,62.18,0,0
DMSO_gw,10,7,118.246,0,0
DMSO_gw,10,8,78.905,0,0
DMSO_gw,10,9,28.293,0,0
DMSO_gw,10,10,19.842,0,0
DMSO_gw,11,1,21.596,0,0
DMSO_gw,11,2,27.903,0,0
DMSO_gw,11,3,22.772,0,0
DMSO_gw,11,4,42.052,0,0
DMSO_gw,11,5,44.625,0,0
DMSO_gw,11,6,54.441,0,0
DMSO_gw,11,7,39.867,0,0
DMSO_gw,11,8,61.543,0,0
DMSO_gw,11,9,21.881,0,0
DMSO_gw,11,10,50.935,0,0
DMSO_gw,11,11,33.12,0,0
DMSO_gw,11,12,34.822,0,0
DMSO_gw,11,13,15.989,0,0
DMSO_gw,11,14,42.703,0,0
DMSO_gw,11,15,28.402,0,0
DMSO_gw,11,16,27.395,0,0
DMSO_gw,12,1,42.567,0,0
DMSO_gw,12,2,33.792,0,0
DMSO_gw,12,3,38.217,0,0
DMSO_gw,12,4,22.567,0,0
DMSO_gw,12,5,41.357,0,0
DMSO_gw,12,6,76.258,0,0
DMSO_gw,12,7,36.4,0,0
DMSO_gw,12,8,44.071,0,0
DMSO_gw,13,1,28.496,0,0
DMSO_gw,13,2,6.231,0,0
DMSO_gw,13,3,8.477,0,0
DMSO_gw,13,4,27.036,0,0
DMSO_gw,13,5,18.971,0,0
DMSO_gw,13,6,39.495,0,0
DMSO_gw,13,7,38.708,0,0
DMSO_gw,13,8,7.103,0,0
DMSO_gw,13,9,47.657,0,0
DMSO_gw,13,10,37.666,0,0
DMSO_gw,13,11,13.125,0,0
DMSO_gw,13,12,26.307,0,0
DMSO_gw,13,13,29.367,0,0
DMSO_gw,13,14,25.572,0,0
DMSO_gw,13,15,10.787,0,0
DMSO_gw,13,16,28.818,0,0
DMSO_gw,13,17,21.195,0,0
DMSO_gw,13,18,28.637,0,0
DMSO_gw,13,19,17.684,0,0
DMSO_gw,13,20,50.593,0,0
DMSO_gw,14,1,42.592,0,0
DMSO_gw,14,2,33.004,0,0
DMSO_gw,14,3,64.744,0,0
DMSO_gw,14,4,29.578,0,0
DMSO_gw,14,5,21.464,0,0
DMSO_gw,14,6,17.822,0,0
DMSO_gw,14,7,28.976,0,0
DMSO_gw,14,8,59.423,0,0
DMSO_gw,14,9,23.412,0,0
DMSO_gw,14,10,26.875,0,0
DMSO_gw,15,1,62.025,0,0
DMSO_gw,15,2,27.17,0,0
DMSO_gw,15,3,48.593,0,0
DMSO_gw,15,4,59.25,0,0
DMSO_gw,15,5,60.068,0,0
DMSO_gw,15,6,36.589,0,0
DMSO_gw,15,7,21.717,0,0
DMSO_gw,15,8,34.531,0,0
DMSO_gw,15,9,25.108,0,0
DMSO_gw,15,10,17.392,0,0
DMSO_gw,15,11,35.24,0,0
DMSO_gw,15,12,18.989,0,0
DMSO_gw,15,13,50.57,0,0
GW2580,1,1,16.079,0,0
GW2580,1,2,31.745,0,0
GW2580,1,3,38.238,0,0
GW2580,1,4,10.581,0,0
GW2580,1,5,29.266,0,0
GW2580,1,6,44.763,0,0
GW2580,1,7,42.733,0,0
GW2580,1,8,29.734,0,0
GW2580,1,9,42.085,0,0
GW2580,1,10,30.38,0,0
GW2580,1,11,66.805,0,0
GW2580,1,12,53.312,0,0
GW2580,1,13,19.2,0,0
GW2580,2,1,32.182,0,0
GW2580,2,2,33.662,0,0
GW2580,2,3,36.665,0,0
GW2580,2,4,32.691,0,0
GW2580,2,5,24.992,0,0
GW2580,2,6,30.49,0,0
GW2580,2,7,34.592,0,0
GW2580,2,8,35.285,0,0
GW2580,2,9,30.351,0,0
GW2580,2,10,28.96,0,0
GW2580,2,11,27.058,0,0
GW2580,2,12,17.642,0,0
GW2580,2,13,39.82,0,0
GW2580,2,14,29.231,0,0
GW2580,3,1,33.519,0,0
GW2580,3,2,33.883,0,0
GW2580,3,3,39.881,0,0
GW2580,3,4,71.419,0,0
GW2580,3,5,34.198,0,0
GW2580,3,6,37.75,0,0
GW2580,3,7,20.595,0,0
GW2580,3,8,55.024,0,0
GW2580,4,1,34.658,0,2
GW2580,4,2,25.226,0,2
GW2580,4,3,22.364,0,2
GW2580,4,4,27.269,0,2
GW2580,4,5,16.353,0,2
GW2580,4,6,17.414,0,2
GW2580,4,7,13.863,0,2
GW2580,4,8,20.255,0,2
GW2580,4,9,19.061,0,2
GW2580,4,10,12.826,0,2
GW2580,4,11,29.276,0,2
GW2580,5,1,35.559,0,1
GW2580,5,2,31.471,0,1
GW2580,5,3,22.797,0,1
GW2580,5,4,38.181,0,1
GW2580,5,5,42.686,0,1
GW2580,5,6,26.945,0,1
GW2580,5,7,44.172,0,1
GW2580,5,8,9.553,0,1
GW2580,5,9,28.804,0,1
GW2580,5,10,50.105,0,1
GW2580,5,11,42.341,0,1
GW2580,5,12,25.778,0,1
GW2580,5,13,27.269,0,1
GW2580,5,14,60.732,0,1
GW2580,5,15,52.773,0,1
GW2580,5,16,42.472,0,1
GW2580,6,1,30.365,0,3
GW2580,6,2,37.926,0,3
GW2580,6,3,31.398,0,3
GW2580,6,4,40.119,0,3
GW2580,6,5,29.47,0,3
GW2580,6,6,22.921,0,3
GW2580,6,7,33.828,0,3
GW2580,6,8,34.38,0,3
GW2580,6,9,17.293,0,3
GW2580,6,10,44.022,0,3
GW2580,6,11,14.064,0,3
GW2580,6,12,56.465,0,3
GW2580,6,13,17.617,0,3
GW2580,6,14,62.463,0,3
GW2580,6,15,25.173,0,3
GW2580,7,1,19.767,0,0
GW2580,7,2,25.681,0,0
GW2580,7,3,20.036,0,0
GW2580,7,4,38.917,0,0
GW2580,7,5,25.285,0,0
GW2580,7,6,27.898,0,0
GW2580,7,7,29.538,0,0
GW2580,7,8,24.94,0,0
GW2580,7,9,25.081,0,0
GW2580,7,10,13.881,0,0
GW2580,7,11,39.416,0,0
GW2580,7,12,28.966,0,0
GW2580,7,13,50.775,0,0
GW2580,7,14,33.571,0,0
GW2580,8,1,19.97,1,0
GW2580,8,2,7.395,1,0
GW2580,8,3,22.741,1,0
GW2580,8,4,20.542,1,0
GW2580,8,5,13.63,1,0
GW2580,8,6,28.031,1,0
GW2580,8,7,34.927,1,0
GW2580,8,8,18.204,1,0
GW2580,8,9,25.771,1,0
GW2580,8,10,40.688,1,0
GW2580,8,11,9.275,1,0
GW2580,8,12,6.32,1,0
GW2580,8,13,8.49,1,0
GW2580,8,14,23.175,1,0
GW2580,8,15,30.963,1,0
GW2580,8,16,41.11,1,0
GW2580,8,17,11.705,1,0
GW2580,8,18,25.74,1,0
GW2580,8,19,19.171,1,0
GW2580,8,20,15.139,1,0
GW2580,8,21,3.139,1,0
GW2580,9,1,8.065,0,0
GW2580,9,2,4.811,0,0
GW2580,9,3,22.397,0,0
GW2580,9,4,17.294,0,0
GW2580,9,5,10.65,0,0
GW2580,9,6,8.131,0,0
GW2580,9,7,66.802,0,0
GW2580,9,8,25.969,0,0
GW2580,9,9,26.52,0,0
GW2580,9,10,32.77,0,0
GW2580,9,11,32.979,0,0
GW2580,9,12,20.267,0,0
GW2580,9,13,24.117,0,0
GW2580,9,14,10.242,0,0
GW2580,9,15,16.167,0,0
GW2580,9,16,10.023,0,0
GW2580,9,17,22.44,0,0
GW2580,9,18,14.32,0,0
GW2580,9,19,3.253,0,0
GW2580,9,20,7.056,0,0
GW2580,9,21,32.981,0,0
GW2580,9,22,21.465,0,0
GW2580,10,1,11.73,0,0
GW2580,10,2,14.339,0,0
GW2580,10,3,19.377,0,0
GW2580,10,4,4.353,0,0
GW2580,10,5,25.492,0,0
GW2580,10,6,2.703,0,0
GW2580,10,7,7.881,0,0
GW2580,10,8,10.214,0,0
GW2580,10,9,7.809,0,0
GW2580,10,10,6.845,0,0
GW2580,10,11,35.976,0,0
GW2580,10,12,18.687,0,0
GW2580,10,13,31.42,0,0
GW2580,10,14,17.045,0,0
GW2580,10,15,9.667,0,0
GW2580,10,16,31.215,0,0
GW2580,10,17,6.689,0,0
GW2580,10,18,38.308,0,0
GW2580,10,19,33.645,0,0
GW2580,10,20,23.199,0,0
GW2580,10,21,15.831,0,0
GW2580,10,22,23.017,0,0
GW2580,10,23,30.387,0,0
GW2580,10,24,3.917,0,0
GW2580,11,1,17.706,1,0
GW2580,11,2,43.846,1,0
GW2580,11,3,19.804,1,0
GW2580,11,4,35.086,1,0
GW2580,11,5,47.129,1,0
GW2580,11,6,26.176,1,0
GW2580,11,7,47.66,1,0
GW2580,11,8,80.766,1,0
GW2580,12,1,28.108,0,0
GW2580,12,2,18.745,0,0
GW2580,12,3,22.13,0,0
GW2580,12,4,62.742,0,0
GW2580,12,5,49.275,0,0
GW2580,12,6,45.602,0,0
GW2580,12,7,54.393,0,0
GW2580,12,8,38.181,0,0
GW2580,12,9,61.474,0,0
GW2580,13,1,55.027,0,3
GW2580,13,2,34.248,0,3
GW2580,13,3,14.04,0,3
GW2580,13,4,36.303,0,3
GW2580,13,5,43.32,0,3
GW2580,13,6,49.398,0,3
GW2580,13,7,43.413,0,3
GW2580,13,8,26.045,0,3
GW2580,13,9,50.376,0,3
GW2580,13,10,45.468,0,3
GW2580,13,11,46.222,0,3
GW2580,13,12,62.428,0,3
GW2580,13,13,25.857,0,3
GW2580,13,14,21.006,0,3
GW2580,14,1,57.354,0,0
GW2580,14,2,39.867,0,0
GW2580,14,3,62.822,0,0
GW2580,14,4,33.794,0,0
GW2580,14,5,40.033,0,0
GW2580,14,6,62.728,0,0
GW2580,14,7,35.821,0,0
GW2580,14,8,53.498,0,0
GW2580,14,9,49.481,0,0
GW2580,15,1,11.366,2,0
GW2580,15,2,38.137,2,0
GW2580,15,3,5.633,2,0
GW2580,15,4,24.304,2,0
GW2580,15,5,40.453,2,0
GW2580,15,6,14.064,2,0
GW2580,15,7,10.995,2,0
GW2580,15,8,19.514,2,0
GW2580,15,9,31.725,2,0
GW2580,15,10,28.174,2,0
GW2580,15,11,19.49,2,0
GW2580,15,12,18.531,2,0
GW2580,15,13,19.009,2,0
GW2580,15,14,23.318,2,0
GW2580,15,15,9.047,2,0
GW2580,15,16,9.256,2,0
GW2580,15,17,47.695,2,0
GW2580,15,18,35.09,2,0
GW2580,15,19,5.931,2,0
GW2580,16,1,27.848,0,0
GW2580,16,2,26.103,0,0
GW2580,16,3,42.041,0,0
GW2580,16,4,26.206,0,0
GW2580,16,5,59.179,0,0
GW2580,16,6,37.094,0,0
GW2580,16,7,25.889,0,0
GW2580,16,8,42.133,0,0
GW2580,16,9,64.038,0,0
GW2580,16,10,46.162,0,0
GW2580,16,11,50.976,0,0
GW2580,16,12,43.184,0,0
Irf8_MO,1,1,25.703,0,2
Irf8_MO,1,2,10.792,0,2
Irf8_MO,1,3,21.025,0,2
Irf8_MO,1,4,28.82,0,2
Irf8_MO,1,5,43.895,0,2
Irf8_MO,1,6,60.346,0,2
Irf8_MO,1,7,52.75,0,2
Irf8_MO,1,8,21.122,0,2
Irf8_MO,1,9,61.498,0,2
Irf8_MO,2,1,23.686,0,0
Irf8_MO,2,2,15.576,0,0
Irf8_MO,2,3,41.403,0,0
Irf8_MO,2,4,17.458,0,0
Irf8_MO,2,5,43.899,0,0
Irf8_MO,2,6,52.488,0,0
Irf8_MO,2,7,42.403,0,0
Irf8_MO,2,8,25.089,0,0
Irf8_MO,2,9,88.267,0,0
Irf8_MO,2,10,17.572,0,0
Irf8_MO,2,11,26.39,0,0
Irf8_MO,2,12,22.128,0,0
Irf8_MO,2,13,32.32,0,0
Irf8_MO,2,14,30.995,0,0
Irf8_MO,2,15,8.042,0,0
Irf8_MO,3,1,32.326,0,0
Irf8_MO,3,2,39.414,0,0
Irf8_MO,3,3,71.895,0,0
Irf8_MO,3,4,22.57,0,0
Irf8_MO,3,5,31.664,0,0
Irf8_MO,3,6,62.684,0,0
Irf8_MO,3,7,44.514,0,0
Irf8_MO,3,8,60.553,0,0
Irf8_MO,3,9,53.636,0,0
Irf8_MO,3,10,41.717,0,0
Irf8_MO,4,1,39.455,3,0
Irf8_MO,4,2,31.896,3,0
Irf8_MO,4,3,42.52,3,0
Irf8_MO,4,4,36.468,3,0
Irf8_MO,4,5,14.433,3,0
Irf8_MO,4,6,10.304,3,0
Irf8_MO,4,7,15.67,3,0
Irf8_MO,4,8,5.928,3,0
Irf8_MO,4,9,37.528,3,0
Irf8_MO,4,10,39.54,3,0
Irf8_MO,4,11,14.892,3,0
Irf8_MO,4,12,29.045,3,0
Irf8_MO,4,13,34.388,3,0
Irf8_MO,4,14,2.931,3,0
Irf8_MO,5,1,27.559,0,0
Irf8_MO,5,2,27.197,0,0
Irf8_MO,5,3,25.909,0,0
Irf8_MO,5,4,18.97,0,0
Irf8_MO,5,5,28.933,0,0
Irf8_MO,5,6,8.272,0,0
Irf8_MO,5,7,14.386,0,0
Irf8_MO,5,8,39.383,0,0
Irf8_MO,5,9,23.643,0,0
Irf8_MO,5,10,7.928,0,0
Irf8_MO,5,11,30.199,0,0
Irf8_MO,5,12,40.654,0,0
Irf8_MO,5,13,26.734,0,0
Irf8_MO,5,14,13.792,0,0
Irf8_MO,5,15,21.699,0,0
Irf8_MO,5,16,27.284,0,0
Irf8_MO,5,17,35.798,0,0
Irf8_MO,5,18,32.907,0,0
Irf8_MO,6,1,22.842,0,0
Irf8_MO,6,2,18.947,0,0
Irf8_MO,6,3,27.197,0,0
Irf8_MO,6,4,25.911,0,0
Irf8_MO,6,5,45.989,0,0
Irf8_MO,6,6,20.619,0,0
Irf8_MO,6,7,37.544,0,0
Irf8_MO,6,8,21.17,0,0
Irf8_MO,6,9,14.48,0,0
Irf8_MO,6,10,46.604,0,0
Irf8_MO,6,11,28.135,0,0
Irf8_MO,6,12,27.217,0,0
Irf8_MO,6,13,4.467,0,0
Irf8_MO,6,14,35.469,0,0
Irf8_MO,6,15,24.954,0,0
Irf8_MO,6,16,36.247,0,0
Irf8_MO,6,17,33.375,0,0
Irf8_MO,7,1,8.869,3,2
Irf8_MO,7,2,44.225,3,2
Irf8_MO,7,3,36.457,3,2
Irf8_MO,7,4,32.832,3,2
Irf8_MO,7,5,11.431,3,2
Irf8_MO,7,6,26.549,3,2
Irf8_MO,7,7,34.813,3,2
Irf8_MO,7,8,32.942,3,2
Irf8_MO,7,9,7.97,3,2
Irf8_MO,7,10,13.745,3,2
Irf8_MO,7,11,34.526,3,2
Irf8_MO,7,12,30.192,3,2
Irf8_MO,7,13,18.672,3,2
Irf8_MO,7,14,10.745,3,2
Irf8_MO,7,15,19.82,3,2
Irf8_MO,7,16,35.307,3,2
Irf8_MO,7,17,19.06,3,2
Irf8_MO,7,18,3.253,3,2
Irf8_MO,7,19,5.314,3,2
Irf8_MO,7,20,4.306,3,2
Irf8_MO,7,21,6.62,3,2
Irf8_MO,7,22,10.536,3,2
Irf8_MO,7,23,4.194,3,2
Irf8_MO,7,24,6.186,3,2
Irf8_MO,7,25,3.139,3,2
Irf8_MO,8,1,14.619,0,0
Irf8_MO,8,2,7.581,0,0
Irf8_MO,8,3,19.379,0,0
Irf8_MO,8,4,13.634,0,0
Irf8_MO,8,5,11.364,0,0
Irf8_MO,8,6,6.6,0,0
Irf8_MO,8,7,11.319,0,0
Irf8_MO,8,8,22.27,0,0
Irf8_MO,8,9,16.863,0,0
Irf8_MO,8,10,22.408,0,0
Irf8_MO,8,11,19.155,0,0
Irf8_MO,8,12,26.781,0,0
Irf8_MO,8,13,27.492,0,0
Irf8_MO,8,14,16.977,0,0
Irf8_MO,8,15,60.696,0,0
Irf8_MO,9,1,19.088,0,2
Irf8_MO,9,2,30.877,0,2
Irf8_MO,9,3,19.225,0,2
Irf8_MO,9,4,12.781,0,2
Irf8_MO,9,5,8.319,0,2
Irf8_MO,9,6,26.327,0,2
Irf8_MO,9,7,15.555,0,2
Irf8_MO,9,8,11.364,0,2
Irf8_MO,9,9,48.705,0,2
Irf8_MO,9,10,20.579,0,2
Irf8_MO,9,11,28.984,0,2
Irf8_MO,9,12,18.378,0,2
Irf8_MO,9,13,19.775,0,2
Irf8_MO,9,14,9.075,0,2
Irf8_MO,9,15,14.892,0,2
Irf8_MO,9,16,20.941,0,2
Irf8_MO,9,17,30.974,0,2
Irf8_MO,9,18,9.003,0,2
Irf8_MO,9,19,7.217,0,2
Irf8_MO,9,20,46.514,0,2
Irf8_MO,9,21,22.544,0,2
Irf8_MO,9,22,10.343,0,2
Irf8_MO,10,1,14.703,4,0
Irf8_MO,10,2,8.658,4,0
Irf8_MO,10,3,22.96,4,0
Irf8_MO,10,4,28.73,4,0
Irf8_MO,10,5,8.156,4,0
Irf8_MO,10,6,26.211,4,0
Irf8_MO,10,7,9.531,4,0
Irf8_MO,10,8,39.222,4,0
Irf8_MO,10,9,19.886,4,0
Irf8_MO,10,10,25.775,4,0
Irf8_MO,10,11,25.611,4,0
Irf8_MO,10,12,24.561,4,0
Irf8_MO,10,13,35.073,4,0
Irf8_MO,10,14,21.206,4,0
Irf8_MO,11,1,29.924,3,0
Irf8_MO,11,2,12.893,3,0
Irf8_MO,11,3,7.378,3,0
Irf8_MO,11,4,8.5,3,0
Irf8_MO,11,5,28.409,3,0
Irf8_MO,11,6,23.545,3,0
Irf8_MO,11,7,26.555,3,0
Irf8_MO,11,8,32.341,3,0
Irf8_MO,11,9,26.758,3,0
Irf8_MO,11,10,54.208,3,0
Irf8_MO,11,11,27.051,3,0
Irf8_MO,11,12,41.691,3,0
Irf8_MO,11,13,26.392,3,0
Irf8_MO,11,14,37.801,3,0
Irf8_MO,12,1,38.416,2,0
Irf8_MO,12,2,52.721,2,0
Irf8_MO,12,3,23,2,0
Irf8_MO,12,4,19.909,2,0
Irf8_MO,12,5,42.384,2,0
Irf8_MO,12,6,47.608,2,0
Irf8_MO,13,1,16.556,0,1
Irf8_MO,13,2,6.664,0,1
Irf8_MO,13,3,33.427,0,1
Irf8_MO,13,4,8.542,0,1
Irf8_MO,13,5,6.117,0,1
Irf8_MO,13,6,18.578,0,1
Irf8_MO,13,7,9.392,0,1
Irf8_MO,13,8,27.632,0,1
Irf8_MO,13,9,10.009,0,1
Irf8_MO,13,10,14.708,0,1
Irf8_MO,13,11,8.728,0,1
Irf8_MO,13,12,14.618,0,1
Irf8_MO,13,13,9.692,0,1
Irf8_MO,13,14,11.27,0,1
Irf8_MO,13,15,11.431,0,1
Irf8_MO,13,16,17.681,0,1
Irf8_MO,13,17,3.917,0,1
Irf8_MO,13,18,16.658,0,1
Irf8_MO,13,19,16.611,0,1
Irf8_MO,13,20,13.38,0,1
Irf8_MO,13,21,14.911,0,1
Irf8_MO,13,22,20.09,0,1
Irf8_MO,13,23,13.72,0,1
Irf8_MO,13,24,17.78,0,1
Irf8_MO,13,25,20.111,0,1
Irf8_MO,14,1,23.463,0,1
Irf8_MO,14,2,23.991,0,1
Irf8_MO,14,3,15.008,0,1
Irf8_MO,14,4,14.433,0,1
Irf8_MO,14,5,5.842,0,1
Irf8_MO,14,6,15.211,0,1
Irf8_MO,14,7,10.586,0,1
Irf8_MO,14,8,19.197,0,1
Irf8_MO,14,9,13.838,0,1
Irf8_MO,14,10,24.514,0,1
Irf8_MO,14,11,16.59,0,1
Irf8_MO,14,12,19.54,0,1
Irf8_MO,14,13,9.872,0,1
Irf8_MO,14,14,23.159,0,1
Irf8_MO,14,15,17.458,0,1
Irf8_MO,14,16,20,0,1
Irf8_MO,14,17,47.237,0,1
Irf8_MO,14,18,23.597,0,1
Irf8_MO,14,19,5.453,0,1
Irf8_MO,14,20,6.915,0,1
Irf8_MO,15,1,36.488,0,0
Irf8_MO,15,2,7.903,0,0
Irf8_MO,15,3,15.895,0,0
Irf8_MO,15,4,10.31,0,0
Irf8_MO,15,5,23.224,0,0
Irf8_MO,15,6,4.353,0,0
Irf8_MO,15,7,10.378,0,0
Irf8_MO,15,8,12.665,0,0
Irf8_MO,15,9,11.22,0,0
Irf8_MO,15,10,19.123,0,0
Irf8_MO,15,11,27.11,0,0
Irf8_MO,15,12,31.188,0,0
Irf8_MO,15,13,21.19,0,0
Irf8_MO,15,14,4.742,0,0
Irf8_MO,15,15,4.031,0,0
Irf8_MO,15,16,6.412,0,0
Irf8_MO,15,17,5.178,0,0
Irf8_MO,15,18,7.653,0,0
Irf8_MO,15,19,43.524,0,0
Irf8_MO,15,20,8.495,0,0
Irf8_MO,15,21,24.718,0,0
Irf8_MO,15,22,8.203,0,0
Irf8_MO,15,23,5.681,0,0
Irf8_MO,15,24,4.353,0,0
Irf8_MO,15,25,5.728,0,0
Irf8_MO,15,26,10.576,0,0
Irf8_MO,15,27,9.942,0,0
Irf8_MO,15,28,15.328,0,0
Irf8_MO,15,29,5.131,0,0
Irf8_MO,15,30,4.031,0,0
Irf8_MO,15,31,2.817,0,0
Irf8_MO,15,32,3.158,0,0
Irf8_MO,15,33,10.261,0,0
Irf8_MO,15,34,30.845,0,0
Irf8_MO,16,1,23.195,3,0
Irf8_MO,16,2,33.13,3,0
Irf8_MO,16,3,6.231,3,0
Irf8_MO,16,4,3.528,3,0
Irf8_MO,16,5,11.342,3,0
Irf8_MO,16,6,10.811,3,0
Irf8_MO,16,7,25.307,3,0
Irf8_MO,16,8,15.392,3,0
Irf8_MO,16,9,25.703,3,0
Irf8_MO,16,10,36.559,3,0
Irf8_MO,16,11,15.89,3,0
Irf8_MO,16,12,18.164,3,0
Irf8_MO,16,13,20.666,3,0
Irf8_MO,16,14,29.846,3,0
Irf8_MO,16,15,14.731,3,0
Irf8_MO,16,16,18.421,3,0
Irf8_MO,16,17,9.047,3,0
Irf8_MO,16,18,12.256,3,0
Irf8_MO,16,19,10.925,3,0
Irf8_MO,16,20,18.231,3,0
Irf8_MO,16,21,28.997,3,0
Irf8_MO,16,22,13.839,3,0
Irf8_MO,16,23,9.806,3,0
Irf8_MO,16,24,30.031,3,0
Irf8_MO,16,25,10.264,3,0
