dff,fluor
0.106975295,GCaMP6s-CAAX
0.106542155,GCaMP6s-CAAX
0.07327721,GCaMP6s-CAAX
0.11404779,GCaMP6s-CAAX
0.207798,GCaMP6s-CAAX
0.13263342,GCaMP6s-CAAX
0.07670053,GCaMP6s-CAAX
0.09153096,GCaMP6s-CAAX
0.08804117,GCaMP6s-CAAX
0.09776847,GCaMP6s-CAAX
0.10833996,GCaMP6s-CAAX
0.14069493,GCaMP6s-CAAX
0.06980262,GCaMP6s-CAAX
0.083465315,GCaMP6s-CAAX
0.080883056,GCaMP6s-CAAX
0.0562961,GCaMP6s-CAAX
0.0723983,GCaMP6s-CAAX
0.065365806,GCaMP6s-CAAX
0.056478947,GCaMP6s-CAAX
0.07018,GCaMP6s-CAAX
0.067389555,GCaMP6s-CAAX
0.0718654,GCaMP6s-CAAX
0.06829424,GCaMP6s-CAAX
0.070936725,GCaMP6s-CAAX
0.06565069,GCaMP6s-CAAX
0.05059254,GCaMP6s-CAAX
0.07210241,GCaMP6s-CAAX
0.075113535,GCaMP6s-CAAX
0.11436124,GCaMP6s-CAAX
0.07404768,GCaMP6s-CAAX
0.069143295,GCaMP6s-CAAX
0.09178421,GCaMP6s-CAAX
0.05930389,GCaMP6s-CAAX
0.09161236,GCaMP6s-CAAX
0.06231164,GCaMP6s-CAAX
0.062101096,GCaMP6s-CAAX
0.05890488,GCaMP6s-CAAX
0.061425876,GCaMP6s-CAAX
0.079602,GCaMP6s-CAAX
0.077228196,GCaMP6s-CAAX
0.05899341,GCaMP6s-CAAX
0.053464558,GCaMP6s-CAAX
0.053224634,GCaMP6s-CAAX
0.055209007,GCaMP6s-CAAX
0.052411094,GCaMP6s-CAAX
0.055665355,GCaMP6s-CAAX
0.089267,GCaMP6s-CAAX
0.053896375,GCaMP6s-CAAX
0.059710573,GCaMP6s-CAAX
0.05303204,GCaMP6s-CAAX
0.05794811,GCaMP6s-CAAX
0.060341913,GCaMP6s-CAAX
0.070589945,GCaMP6s-CAAX
0.060122766,GCaMP6s-CAAX
0.06538473,GCaMP6s-CAAX
0.07390467,GCaMP6s-CAAX
0.057187848,GCaMP6s-CAAX
0.06948421,GCaMP6s-CAAX
0.062174954,GCaMP6s-CAAX
0.06359367,GCaMP6s-CAAX
0.06697014,GCaMP6s-CAAX
0.07678732,GCaMP6s-CAAX
0.063117154,GCaMP6s-CAAX
0.081267945,GCaMP6s-CAAX
0.0645344,GCaMP6s-CAAX
0.076713614,GCaMP6s-CAAX
0.06611844,GCaMP6s-CAAX
0.066592336,GCaMP6s-CAAX
0.05867143,GCaMP6s-CAAX
0.082288444,GCaMP6s-CAAX
0.1001222,GCaMP6s-CAAX
0.15263695,GCaMP6s-CAAX
0.13117144,GCaMP6s-CAAX
0.14968003,GCaMP6s-CAAX
0.07011974,GCaMP6s-CAAX
0.06937965,GCaMP6s-CAAX
0.09163187,GCaMP6s-CAAX
0.05972137,GCaMP6s-CAAX
0.057324804,GCaMP6s-CAAX
0.076637045,GCaMP6s-CAAX
0.08967378,GCaMP6s-CAAX
0.071748145,GCaMP6s-CAAX
0.23775448,GCaMP6s-CAAX
0.06770028,GCaMP6s-CAAX
0.07422956,GCaMP6s-CAAX
0.0536203,GCaMP6s-CAAX
0.07222948,GCaMP6s-CAAX
0.09475917,GCaMP6s-CAAX
0.06401056,GCaMP6s-CAAX
0.06305395,GCaMP6s-CAAX
0.0677477,GCaMP6s-CAAX
0.06514137,GCaMP6s-CAAX
0.075275935,GCaMP6s-CAAX
0.05112811,GCaMP6s-CAAX
0.072192416,GCaMP6s-CAAX
0.06568582,GCaMP6s-CAAX
0.13477446,GCaMP6s-CAAX
0.12306193,GCaMP6s-CAAX
0.10597328,GCaMP6s-CAAX
0.09172658,GCaMP6s-CAAX
0.069603175,GCaMP6s-CAAX
0.06667446,GCaMP6s-CAAX
0.056897372,GCaMP6s-CAAX
0.0749417,GCaMP6s-CAAX
0.10896308,GCaMP6s-CAAX
0.11476424,GCaMP6s-CAAX
0.08275264,GCaMP6s-CAAX
0.06872586,GCaMP6s-CAAX
0.07940188,GCaMP6s-CAAX
0.093342714,GCaMP6s-CAAX
0.07266066,GCaMP6s-CAAX
0.06629755,GCaMP6s-CAAX
0.069160074,GCaMP6s-CAAX
0.11349887,GCaMP6s-CAAX
0.07711524,GCaMP6s-CAAX
0.12259557,GCaMP6s-CAAX
0.066875115,GCaMP6s-CAAX
0.07313424,GCaMP6s-CAAX
